index,date,store,dayofweek,customers,open,promo,stateholiday,schoolholiday,storetype,assortment,competitiondistance,competitionopensincemonth,competitionopensinceyear,promo2,promo2sinceweek,promo2sinceyear,promointerval,NEW_Day,NEW_Month,NEW_Year,NEW_WeekOfYear,NEW_DayOfYear,NEW_IsWeekend,NEW_IsMonthStart,NEW_IsMonthEnd,NEW_Sales_Lag_1,NEW_Sales_Lag_7,NEW_Sales_Lag_30,NEW_Rolling_Mean_Sales_7,NEW_Rolling_Sum_Sales_7,NEW_Rolling_Std_Sales_7,NEW_Rolling_Mean_Sales_30,NEW_Rolling_Sum_Sales_30,NEW_Rolling_Std_Sales_30,NEW_EMA_Sales_7,NEW_EMA_Sales_30,NEW_Promo_StateHoliday,NEW_Promo_SchoolHoliday,NEW_DayOfWeek_Promo,NEW_Promo2_Ratio,NEW_StoreType,NEW_Assortment,y_pred
18342,2015-02-25,6,3,510,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,25,2,2015,9,56,False,False,False,3948.0,4500.0,7705.0,5028.0,35196.0,1453.9613704176122,4657.633333333333,139729.0,1252.3730435576624,4541.637136903874,4717.5926828586935,,0,0,0.0,0,0,4018.0366133621483
18343,2015-02-24,6,2,511,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,24,2,2015,9,55,False,False,False,3936.0,5714.0,6803.0,4789.428571428572,33526.0,1459.6385234185943,4565.666666666667,136970.0,1189.1016700052155,4417.2278526779055,4674.135090416197,,0,0,0.0,0,0,3945.314837640089
18344,2015-02-23,6,1,504,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,23,2,2015,9,54,False,False,False,4044.0,5872.0,6759.0,4491.0,31437.0,1414.259994956136,4466.466666666666,133994.0,1122.0602581806831,4258.670889508429,4616.642503937734,,0,0,0.0,0,0,3801.634261199847
18345,2015-02-21,6,6,378,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,21,2,2015,8,52,True,False,False,3783.0,7519.0,3134.0,3857.714285714286,27004.0,577.158763335737,4464.866666666667,133946.0,1124.058248991765,3965.503167131322,4517.891374651428,,0,0,0.0,0,0,3054.967687252861
18346,2015-02-20,6,5,579,1,1,0,1,a,a,310.0,12.0,2013.0,0,,,,20,2,2015,8,51,False,False,False,3086.0,3320.0,4101.0,4142.571428571428,28998.0,737.3714254347105,4505.3,135159.0,1132.3043988805016,4302.627375348491,4569.253221448111,0,1,5,0.0,0,0,4956.616763387153
18347,2015-02-19,6,4,567,1,1,0,1,a,a,310.0,12.0,2013.0,0,,,,19,2,2015,8,50,False,False,False,5314.0,4887.0,3930.0,4146.0,29022.0,741.4542017773797,4538.0,136140.0,1129.2785002090843,4454.720531511368,4591.3014007095235,0,1,4,0.0,0,0,5009.395106978862
18348,2015-02-18,6,3,531,1,1,0,1,a,a,310.0,12.0,2013.0,0,,,,18,2,2015,8,49,False,False,False,4911.0,3948.0,4198.0,4241.714285714285,29692.0,754.7601637354097,4552.0,136560.0,1127.5201351516566,4495.540398633526,4593.023890986328,0,1,3,0.0,0,0,4831.161918877874
18349,2015-02-17,6,2,615,1,1,0,1,a,a,310.0,12.0,2013.0,0,,,,17,2,2015,8,48,False,False,False,4618.0,3936.0,3989.0,4477.428571428572,31342.0,889.0717738448432,4605.233333333334,138157.0,1137.6764185537688,4768.155298975144,4657.086865761404,0,1,2,0.0,0,0,5683.519843851967
18350,2015-02-16,6,1,677,1,1,0,1,a,a,310.0,12.0,2013.0,0,,,,16,2,2015,8,47,False,False,False,5586.0,4044.0,4241.0,4829.142857142857,33804.0,1140.4686797645106,4680.733333333334,140422.0,1186.76845876213,5202.616474231359,4776.371584099378,0,1,1,0.0,0,0,6383.295660349705
18351,2015-02-14,6,6,336,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,14,2,2015,7,45,True,False,False,6506.0,3783.0,3121.0,4703.714285714285,32926.0,1310.330583515181,4673.533333333334,140206.0,1197.1671658496584,4628.212355673519,4655.637933512322,,0,0,0.0,0,0,2874.157412836248
18352,2015-02-13,6,5,490,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,13,2,2015,7,44,False,False,False,2905.0,3086.0,5120.0,4846.142857142857,33923.0,1149.49864847991,4638.966666666666,139169.0,1198.8013980447388,4491.9092667551395,4618.693550705076,,0,0,0.0,0,0,3968.9694422168227
18353,2015-02-12,6,4,457,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,12,2,2015,7,43,False,False,False,4083.0,5314.0,5053.0,4612.571428571428,32288.0,1203.4343711703943,4593.166666666667,137795.0,1208.6441843519592,4288.681950066355,4558.068160337007,,0,0,0.0,0,0,3575.012866297342
18354,2015-02-11,6,3,485,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,11,2,2015,7,42,False,False,False,3679.0,4911.0,4766.0,4460.0,31220.0,1226.7681117472841,4562.4,136872.0,1215.8193377590942,4177.261462549766,4511.934730637845,,0,0,0.0,0,0,3755.2295385270672
18355,2015-02-10,6,2,491,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,10,2,2015,7,41,False,False,False,3843.0,4618.0,5711.0,4382.571428571428,30678.0,1232.2260151372188,4507.9,135237.0,1199.0869903158919,4151.946096912325,4483.809909306371,,0,0,0.0,0,0,3764.8795394601516
18356,2015-02-09,6,1,476,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,9,2,2015,7,40,False,False,False,4076.0,5586.0,7358.0,4132.285714285715,28926.0,1119.8567935656934,4390.433333333333,131713.0,1076.6102193309382,4072.4595726842435,4441.886689351121,,0,0,0.0,0,0,3686.2897179621223
18357,2015-02-07,6,6,373,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,7,2,2015,6,38,True,False,False,3834.0,6506.0,3164.0,3677.1428571428573,25740.0,428.1119123825073,4395.633333333333,131869.0,1070.8436082516102,3884.3446795131827,4369.506902941372,,0,0,0.0,0,0,3096.453571270405
18358,2015-02-06,6,5,604,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,6,2,2015,6,37,False,False,False,3320.0,2905.0,4149.0,4014.714285714286,28103.0,610.548855344028,4432.933333333333,132988.0,1081.3932881603048,4230.258509634887,4427.474199525799,0,0,5,0.0,0,0,5221.5448978217355
18359,2015-02-05,6,4,595,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,5,2,2015,6,36,False,False,False,5268.0,4083.0,3635.0,4183.571428571428,29285.0,774.1211914471901,4487.266666666666,134618.0,1080.8681993507867,4488.943882226165,4481.508122137038,0,0,4,0.0,0,0,5120.998714063578
18360,2015-02-04,6,3,580,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,4,2,2015,6,35,False,False,False,5265.0,3679.0,3904.0,4377.142857142857,30640.0,796.0243774683082,4524.933333333333,135748.0,1079.5299083344112,4625.207911669624,4517.15275941852,0,0,3,0.0,0,0,5043.188442312384
18361,2015-02-03,6,2,677,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,3,2,2015,6,34,False,False,False,5034.0,3843.0,4356.0,4693.142857142857,32852.0,968.9197470329907,4581.566666666667,137447.0,1114.3655279507952,4982.655933752218,4616.368710423777,0,0,2,0.0,0,0,6061.068510067064
18362,2015-02-02,6,1,787,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,2,2,2015,6,33,False,False,False,6055.0,4076.0,4113.0,5169.857142857143,36189.0,1357.6201516589515,4691.566666666667,140747.0,1223.9980471962479,5590.241950314163,4796.796535557727,0,0,1,0.0,0,0,7253.970958007885
18363,2015-01-31,6,6,379,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,31,1,2015,5,31,True,False,True,7413.0,3834.0,3036.0,5101.0,35707.0,1446.0115260029331,4702.1,141063.0,1210.545256172349,5030.681462735622,4703.583855844326,,0,0,0.0,0,0,3250.4934081701567
18364,2015-01-30,6,5,692,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,30,1,2015,5,30,False,False,False,3352.0,3320.0,5392.0,5563.142857142857,38942.0,1290.5308247088901,4740.866666666667,142226.0,1251.335362125496,5411.761097051716,4823.030058693079,0,0,5,0.0,0,0,6339.07883063157
18365,2015-01-29,6,4,592,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,29,1,2015,5,29,False,False,False,6555.0,5268.0,4500.0,5581.285714285715,39069.0,1286.5766869598444,4770.7,143121.0,1256.0548294094322,5407.570822788787,4859.93134522901,0,0,4,0.0,0,0,5398.852953589586
18366,2015-01-28,6,3,621,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,28,1,2015,5,28,False,False,False,5395.0,5265.0,5714.0,5697.285714285715,39881.0,1289.9083577636707,4782.8,143484.0,1267.1547111813004,5574.92811709159,4938.451903601332,0,0,3,0.0,0,0,5794.820882497732
18367,2015-01-27,6,2,554,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,27,1,2015,5,27,False,False,False,6077.0,5034.0,5872.0,5703.714285714285,39926.0,1286.1584550235518,4756.366666666667,142691.0,1251.828551754794,5450.946087818693,4947.519522723826,0,0,2,0.0,0,0,5229.636936426719
18368,2015-01-26,6,1,731,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,26,1,2015,5,26,False,False,False,5079.0,6055.0,7519.0,5747.285714285715,40231.0,1305.0696934500868,4717.733333333334,141532.0,1179.4196098471284,5678.209565864019,5038.647295451322,0,0,1,0.0,0,0,6593.805611357594
18369,2015-01-24,6,6,361,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,24,1,2015,4,24,True,False,False,6360.0,7413.0,3320.0,5120.0,35840.0,1421.1150551591513,4707.8,141234.0,1192.7768355020746,5014.157174398015,4908.541018325431,,0,0,0.0,0,0,3068.4351305277078
18370,2015-01-23,6,5,494,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,23,1,2015,4,23,False,False,False,3022.0,3352.0,4887.0,5171.285714285715,36199.0,1351.4469670549054,4668.6,140058.0,1205.9361680368113,4688.367880798511,4831.280307465726,,0,0,0.0,0,0,3837.864040475458
18371,2015-01-22,6,4,465,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,22,1,2015,4,22,False,False,False,3711.0,6555.0,3948.0,4759.142857142857,33314.0,1297.9865726798332,4659.333333333333,139780.0,1212.7134105352145,4433.775910598883,4756.358997306647,,0,0,0.0,0,0,3598.522427212706
18372,2015-01-21,6,3,550,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,21,1,2015,4,21,False,False,False,3670.0,5395.0,3936.0,4577.857142857143,32045.0,1282.908080439569,4665.666666666667,139970.0,1209.2968984107026,4356.831932949162,4715.690674899767,,0,0,0.0,0,0,4149.886759064539
18373,2015-01-20,6,2,514,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,20,1,2015,4,20,False,False,False,4126.0,6077.0,4044.0,4226.857142857143,29588.0,1131.5750716842163,4651.533333333334,139546.0,1219.2497335015807,4172.623949711871,4645.000953938492,,0,0,0.0,0,0,3873.136082644068
18374,2015-01-19,6,1,571,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,19,1,2015,4,19,False,False,False,3620.0,5079.0,3783.0,4076.285714285714,28534.0,1067.6039706254535,4659.6,139788.0,1214.0949403312447,4135.717962283903,4605.000892394073,,0,0,0.0,0,0,4187.06123307821
18375,2015-01-17,6,6,349,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,17,1,2015,3,17,True,False,False,4025.0,6360.0,3086.0,3587.8571428571427,25115.0,455.01920419963756,4654.766666666666,139643.0,1220.8453454353921,3837.0384717129273,4497.645996110585,,0,0,0.0,0,0,2875.8712650847006
18376,2015-01-16,6,5,609,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,16,1,2015,3,16,False,False,False,2941.0,3022.0,5314.0,3946.4285714285716,27625.0,796.0043670614805,4662.033333333334,139861.0,1225.544255826163,4260.7788537846955,4564.378512490547,0,0,5,0.0,0,0,5352.101707132243
18377,2015-01-15,6,4,616,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,15,1,2015,3,15,False,False,False,5532.0,3711.0,4911.0,4152.142857142857,29065.0,903.7952254376017,4670.033333333334,140101.0,1228.006331650904,4483.334140338522,4602.225060071803,0,0,4,0.0,0,0,5273.159284869612
18378,2015-01-14,6,3,630,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,14,1,2015,3,14,False,False,False,5151.0,3670.0,4618.0,4443.428571428572,31104.0,1040.7117527831365,4706.4,141192.0,1242.4815991144212,4789.750605253892,4673.62989490588,0,0,3,0.0,0,0,5618.781680522703
18379,2015-01-13,6,2,637,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,13,1,2015,3,13,False,False,False,5709.0,4126.0,5586.0,4641.142857142857,32488.0,1100.1259668134091,4703.866666666667,141116.0,1240.702518829507,4969.812953940419,4727.589256524856,0,0,2,0.0,0,0,5878.105035188735
18380,2015-01-12,6,1,702,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,12,1,2015,3,12,False,False,False,5510.0,3620.0,6506.0,5020.0,35140.0,1145.5636167406833,4696.066666666667,140882.0,1229.668750835609,5295.3597154553145,4827.228659329704,0,0,1,0.0,0,0,6439.539610736578
18381,2015-01-10,6,6,373,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,10,1,2015,2,10,True,False,False,6272.0,4025.0,2905.0,4897.571428571428,34283.0,1304.4062323707342,4704.833333333333,141145.0,1217.3350510179107,4763.519786591486,4720.181649050369,,0,0,0.0,0,0,3115.0725920122904
18382,2015-01-09,6,5,601,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,9,1,2015,2,9,False,False,False,3168.0,2941.0,4083.0,5226.857142857143,36588.0,978.3558365222426,4743.6,142308.0,1215.3661744227675,4884.139839943615,4754.105413627764,0,0,5,0.0,0,0,5580.142818626202
18383,2015-01-08,6,4,594,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,8,1,2015,2,8,False,False,False,5246.0,5532.0,3679.0,5157.0,36099.0,970.3617882006661,4789.066666666667,143672.0,1199.57727995103,4923.854879957711,4772.743774038877,0,0,4,0.0,0,0,5351.4176485276275
18384,2015-01-07,6,3,581,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,7,1,2015,2,7,False,False,False,5043.0,5151.0,3843.0,5164.857142857143,36154.0,970.5277651139803,4834.5,145035.0,1188.2680746537708,4994.391159968283,4800.695788617014,0,0,3,0.0,0,0,5329.044084864088
18385,2015-01-06,6,2,663,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,6,1,2015,2,6,False,False,False,5206.0,5709.0,4076.0,5186.0,36302.0,985.8487037404172,4893.866666666667,146816.0,1193.5444384005075,5210.0433699762125,4868.844447415917,0,0,2,0.0,0,0,6004.9438925791155
18386,2015-01-05,6,1,672,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,5,1,2015,2,5,False,False,False,5857.0,5510.0,3834.0,5321.571428571428,37251.0,1096.8349704403788,4981.366666666667,149441.0,1209.2821890045684,5522.282527482159,4971.435128227793,0,0,1,0.0,0,0,6319.574122787436
18387,2015-01-03,6,6,389,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,3,1,2015,1,3,True,False,False,6459.0,6272.0,3320.0,4922.285714285715,34456.0,1197.3169608595294,4986.6,149598.0,1202.1632398191255,5010.961895611619,4875.0199586647095,,0,0,0.0,0,0,3406.8250287495684
18388,2015-01-02,6,5,515,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,2,1,2015,1,2,False,False,False,3477.0,3168.0,5268.0,5080.142857142857,35561.0,980.7334718755843,4953.433333333333,148603.0,1207.8441234020156,4826.471421708715,4836.179961331502,,0,0,0.0,0,0,4260.657659655481
18389,2014-12-31,6,3,308,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,31,12,2014,1,365,False,False,True,4273.0,5246.0,5265.0,4702.714285714285,32919.0,1346.454444616886,4864.733333333334,145942.0,1279.7422675149742,4270.853566281536,4692.168350923019,,0,0,0.0,0,0,2604.0168003277017
18390,2014-12-30,6,2,598,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,30,12,2014,1,364,False,False,False,2604.0,5043.0,5034.0,4702.857142857143,32920.0,1346.4966182122917,4865.066666666667,145952.0,1279.7891780406198,4464.140174711152,4714.867166992502,,0,0,0.0,0,0,4868.117429945062
18391,2014-12-29,6,1,595,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,29,12,2014,1,363,False,False,False,5044.0,5206.0,6055.0,4705.285714285715,32937.0,1347.570247307563,4837.333333333333,145120.0,1262.0051186664139,4653.855131033364,4747.649930412341,,0,0,0.0,0,0,4863.9835177746745
18392,2014-12-27,6,6,432,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,27,12,2014,52,361,True,False,False,5223.0,5857.0,7413.0,4438.571428571428,31070.0,1263.7843773290397,4723.233333333334,141697.0,1172.6833562488152,4487.891348275023,4698.769289740577,,0,0,0.0,0,0,3599.339226444749
18393,2014-12-24,6,3,355,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,24,12,2014,52,358,False,False,False,3990.0,6459.0,3352.0,3995.4285714285716,27968.0,939.4982450121717,4723.4,141702.0,1172.4820886801892,4205.168511206268,4612.203529112153,,0,0,0.0,0,0,3085.114902590398
18394,2014-12-23,6,2,889,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,23,12,2014,52,357,False,False,False,3357.0,3477.0,6555.0,4639.0,32473.0,1733.0433731829473,4770.966666666666,143129.0,1273.9099595565888,5149.3763834047,4829.609753040401,,0,0,0.0,0,0,7285.439491447463
18395,2014-12-22,6,1,878,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,22,12,2014,52,356,False,False,False,7982.0,4273.0,5395.0,5356.714285714285,37497.0,2448.735981024067,4901.033333333334,147031.0,1516.0132717855363,6186.282287553526,5117.828478650698,,0,0,0.0,0,0,7570.311059952996
18396,2014-12-20,6,6,468,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,20,12,2014,51,354,True,False,False,9297.0,2604.0,6077.0,5719.285714285715,40035.0,2141.8958669276844,4869.866666666667,146096.0,1500.5357372787144,5925.211715665144,5119.387931640977,,0,0,0.0,0,0,4291.830947001932
18397,2014-12-19,6,5,748,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,19,12,2014,51,353,False,False,False,5142.0,5044.0,5079.0,6077.857142857143,42545.0,2218.7255672698984,4952.366666666667,148571.0,1578.4460381661138,6332.408786748858,5276.459677986721,0,0,5,0.0,0,0,7355.403622644428
18398,2014-12-18,6,4,717,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,18,12,2014,51,352,False,False,False,7554.0,5223.0,6360.0,6350.428571428572,44453.0,2213.395645996051,4978.066666666667,149342.0,1608.1523116518742,6532.056590061644,5396.107440697255,0,0,4,0.0,0,0,7036.272617909417
18399,2014-12-17,6,3,724,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,17,12,2014,51,351,False,False,False,7131.0,3990.0,3022.0,6850.857142857143,47956.0,1973.8104796367352,5127.1,153813.0,1627.6789768637252,6772.292442546233,5531.390831620013,0,0,3,0.0,0,0,7239.106133183046
18400,2014-12-16,6,2,752,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,16,12,2014,51,350,False,False,False,7493.0,3357.0,3711.0,7474.571428571428,52322.0,1238.6838252950615,5260.833333333333,157825.0,1671.5432283874156,7009.969331909675,5672.784971515496,0,0,2,0.0,0,0,7548.958525458339
18401,2014-12-15,6,1,856,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,15,12,2014,51,349,False,False,False,7723.0,7982.0,3670.0,7682.428571428572,53777.0,1443.2160680395732,5453.066666666667,163592.0,1808.3012972425827,7616.726998932256,5915.637553998367,0,0,1,0.0,0,0,8768.02479132282
18402,2014-12-13,6,6,401,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,13,12,2014,50,347,True,False,False,9437.0,9297.0,4126.0,6937.428571428572,48562.0,1778.028201608252,5451.6,163548.0,1809.4322523548872,6733.045249199192,5797.338356966215,,0,0,0.0,0,0,3770.1695822653137
